index,shipment_id,device_id,device_time,latitude,longitude,address,distance_from_origin,id,end_lag,time_interval,distance,speed
4057,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 10:49:04,38.005947113,-85.7043457031,"926 Conestoga Pkwy, Shepherdsville, KY 40165, USA",956.0468880640146,1,0,371.0,167.1662471820595,1.6220983554054291
4058,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 11:49:30,38.00548172,-85.70610809329999,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.8935221801254,2,0,3626.0,162.9054493542231,0.16173734629762912
4059,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 12:50:11,38.0050315857,-85.70629882809999,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.8494052066458,3,0,3641.0,52.78533143954755,0.052190934683430695
4060,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 13:48:10,38.0056877136,-85.70750427249999,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.81159167469,4,0,3479.0,128.40605902631586,0.1328720357846327
4061,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 14:23:33,38.0058784485,-85.7069702148,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.8614860053281,5,0,2123.0,51.390214463152425,0.0871430862304987
4062,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 14:32:43,38.0057754517,-85.7074050903,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.8244596313946,6,0,550.0,39.79848884609037,0.26049919971986424
4063,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 15:31:11,38.0060348511,-85.7071380615,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.8607001125919,7,0,3508.0,37.15112284571354,0.0381254396364221
4064,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 16:33:42,38.0060272217,-85.7070846558,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.8638510428373,8,0,3751.0,4.756947523846192,0.004565452168980615
4065,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 17:20:41,38.005443573,-85.70723724369999,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.8131648909563,9,0,2819.0,66.28228777526482,0.08464570272825589
4066,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 17:35:10,38.0058517456,-85.7041931152,"972 Conestoga Pkwy, Shepherdsville, KY 40165, USA",956.0508289544698,10,0,869.0,270.63360763987373,1.1211518843539072
4067,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 17:49:45,38.0054283142,-85.70854187009999,"1055 N Buckman St, Shepherdsville, KY 40165, USA",955.7223088977939,11,0,875.0,384.0393555043858,1.5800476340751872
4068,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 18:03:31,38.0052261353,-85.7079315186,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.7504027269258,12,0,826.0,58.028363168739276,0.25290812034801624
4069,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 18:19:29,38.0053710938,-85.70831298830001,"1055 N Buckman St, Shepherdsville, KY 40165, USA",955.7341241128788,13,0,958.0,37.1183814618911,0.1394845232388392
4070,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 18:34:15,38.0052680969,-85.7077560425,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.7653709824222,14,0,886.0,50.139299689791386,0.20372627413459254
4071,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 18:49:33,38.0057182312,-85.708190918,"586 N Buckman St, Shepherdsville, KY 40165, USA",955.7664277801739,15,0,918.0,62.92477039982872,0.24676380548952437
4072,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 19:04:20,38.0065040588,-85.7084732056,"586 N Buckman St, Shepherdsville, KY 40165, USA",955.8011073577619,16,0,887.0,90.84140162983107,0.3686911452845455
4073,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 19:21:05,38.0062408447,-85.7086791992,"586 N Buckman St, Shepherdsville, KY 40165, USA",955.7688041904195,17,0,1005.0,34.396204109136384,0.12321028337601093
4074,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 19:35:12,38.0072555542,-85.7090301514,"1345 N Buckman St, Shepherdsville, KY 40165, USA",955.814527832873,18,0,847.0,116.98203258291623,0.49720816682231217
4075,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 19:50:42,38.0035840611,-85.7059915725,"800 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.7709267665277,19,0,930.0,487.5410894059397,1.8872558299584765
4076,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:05:40,38.0036145615,-85.70600210769999,"800 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.7723005142175,20,0,898.0,3.5159684531283992,0.014095196471338795
4077,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:20:37,38.0035678492,-85.7060115079,"800 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.768438383593,21,0,897.0,5.2607172852840485,0.021113246629902535
4078,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:27:13,38.0038806231,-85.7060019923,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.790619999853,22,0,396.0,34.79978392216225,0.3163616720196568
4079,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:32:09,38.0035864692,-85.7060167846,"800 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.7693565496589,23,0,296.0,32.744365856163604,0.39824228743982765
4080,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:37:09,38.0038525308,-85.7060166692,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.787675998931,24,0,300.0,29.59398912510695,0.3551278695012834
4081,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:42:09,38.0038692205,-85.70601448030001,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.7889753850075,25,0,300.0,1.8662794033862813,0.022395352840635374
4082,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:47:06,38.002906764,-85.7062431461,"800 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.7069922075212,26,0,297.0,108.91373717383047,1.3201665111979453
4083,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:52:06,38.004885771,-85.7063369847,"925 Conestoga Pkwy, Shepherdsville, KY 40165, USA",955.8367410442327,27,0,300.0,220.27821235610787,2.6433385482732947
4084,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 20:57:06,37.9964660602,-85.7017767952,"1040 KY-44, Shepherdsville, KY 40165, USA",955.5716569049075,28,0,300.0,1018.2505215001596,12.219006258001915
4085,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:02:04,37.8814142121,-85.7045591818,"540 Timber Ridge Ct, Lebanon Junction, KY 40150, USA",947.5221728916855,29,0,298.0,12799.525321919718,154.62513811715095
4086,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:07:02,37.8229524167,-85.7306278542,"1188 Lee Booth Rd, Lebanon Junction, KY 40150, USA",941.7489460965228,30,0,298.0,6893.981116092784,83.28299334877188
4087,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:12:01,37.777884,-85.775014,"I-65, Elizabethtown, KY 42701, USA",935.6070851106647,31,0,299.0,6351.981898805445,76.47871182508229
4088,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:17:33,37.678504,-85.8441645625,"913 Hawkins Dr, Elizabethtown, KY 42701, USA",924.0816542647603,32,0,332.0,12617.443610424663,136.8156536070144
4089,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:21:57,37.6300054186,-85.8623206279,"I-65, Glendale, KY 42740, USA",919.5625339499751,33,0,264.0,5626.442971271336,76.72422233551822
4090,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:27:00,37.5543861389,-85.88066101070001,"698 Nolin Rd, Sonora, KY 42776, USA",913.244324264477,34,0,303.0,8565.034157618402,101.7627820707137
4091,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:31:40,37.4807395935,-85.88293457030001,"I-65, Upton, KY 42784, USA",908.2354060134737,35,0,280.0,8194.148323443975,105.35333558713683
4092,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:36:40,37.4000434875,-85.8859100342,"495 Dixie Ln, Bonnieville, KY 42713, USA",902.7650011893807,36,0,300.0,8979.660160575691,107.7559219269083
4093,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:41:50,37.3240509033,-85.90750885009999,"3965 N Dixie Hwy, Bonnieville, KY 42713, USA",896.3064519358517,37,0,310.0,8665.640758689913,100.63324752026996
4094,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:46:52,37.2436814742,-85.9258061649,"2175 Rowletts Cave Springs Rd, Munfordville, KY 42765, USA",889.8434357027232,38,0,302.0,9084.95480303346,108.29747447324657
4095,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:51:52,37.1863906875,-85.954739625,"N Wesley North, Horse Cave, KY 42749, USA",884.1039487258155,39,0,300.0,6868.527776720242,82.4223333206429
4096,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 21:56:50,37.11649975,-86.02752875,"I-65, Park City, KY 42160, USA",874.3781399163695,40,0,298.0,10103.316770112495,122.05349118256706
4097,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:01:49,37.0617038,-86.1131656444,"898 Frontage Rd, Smiths Grove, KY 42171, USA",864.6635531441023,41,0,299.0,9740.827550582113,117.28086682975119
4098,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:06:48,37.0450376,-86.1822035125,"395 Hays Rd N, Smiths Grove, KY 42171, USA",858.5668590987764,42,0,299.0,6402.70641627811,77.08944180134179
4099,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:11:44,37.0343493333,-86.2288246667,"6248 Glasgow Rd, Smiths Grove, KY 42171, USA",854.4884463798168,43,0,296.0,4306.6355555032915,52.377999999364356
4100,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:16:44,37.0088055278,-86.3388923333,"2108 Bristow Rd, Bowling Green, KY 42103, USA",844.8496854431744,44,0,300.0,10179.32417150437,122.15189005805244
4101,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:21:43,36.9484409506,-86.4083623827,"1412 Cumberland Trace Rd, Bowling Green, KY 42103, USA",835.9398419288943,45,0,299.0,9120.697684540894,109.81442028209771
4102,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:26:50,36.8808097839,-86.4498748779,"332 Mt Pleasant Cemetery Rd, Bowling Green, KY 42104, USA",828.6086836222615,46,0,307.0,8379.665002536727,98.26317266818312
4103,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:31:40,36.8029136658,-86.4803390503,"532 Whiteside Ford Rd, Franklin, KY 42134, USA",821.4584410160288,47,0,290.0,9078.836937402513,112.70280336085878
4104,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:36:50,36.7317771912,-86.4995803833,"899 R Dison Rd, Franklin, KY 42134, USA",815.5922419106749,48,0,310.0,8096.110996644031,94.01935350941454
4105,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:41:40,36.6764030457,-86.55572509769999,"491 Peden Mill Rd, Franklin, KY 42134, USA",807.9990477059548,49,0,290.0,7937.534155835774,98.53490676209927
4106,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:46:20,36.6127662659,-86.58833312990001,"9377 Shady Park Rd, Portland, TN 37148, USA",801.6469711172249,50,0,280.0,7653.186902096262,98.39811731266623
4107,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:51:37,36.5246,-86.647166,"8490 Glidewell Rd, Cross Plains, TN 37049, USA",791.8574973240869,51,0,317.0,11126.301472730176,126.35547413826069
4108,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 22:56:36,36.4657377273,-86.6872752424,"1001 TN-76, White House, TN 37188, USA",785.2745607887489,52,0,299.0,7465.211578942943,89.88214610098527
4109,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:01:34,36.3831228929,-86.71610225,"5041 Slaters Creek Access Rd, Goodlettsville, TN 37072, USA",778.1267276840205,53,0,298.0,9544.554427786408,115.30334208064117
4110,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:06:33,36.3458842727,-86.7116123182,"111 Paige Park Ln, Goodlettsville, TN 37072, USA",776.2435236525147,54,0,299.0,4161.522910338477,50.10529256594822
4111,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:11:31,36.2605504667,-86.7385270667,"114 Holiday Dr, Madison, TN 37115, USA",769.1590528768589,55,0,298.0,9793.491125765511,118.31063104951626
4112,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:16:30,36.1982066591,-86.7764515227,"1308 Brick Church Pike, Nashville, TN 37207, USA",762.620836968042,56,0,299.0,7724.367862434735,93.00242242396335
4113,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:21:28,36.1513806875,-86.7884397708,"1307b Division St, Nashville, TN 37203, USA",758.9880726695369,57,0,298.0,5318.506460643982,64.25041361851791
4114,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:26:40,36.1730155945,-86.8105239868,"1505 21st Ave N, Nashville, TN 37208, USA",758.548324711008,58,0,312.0,3118.3397123959735,35.98084283533816
4115,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:31:30,36.1584320068,-86.8702392578,"809 Nashua Ct, Nashville, TN 37209, USA",753.1306488635786,59,0,290.0,5602.256127842867,69.54524848356662
4116,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:36:00,36.1043815613,-86.9344177246,"232 Deer Pointe, Nashville, TN 37209, USA",745.0700961262933,60,0,270.0,8329.843394942813,111.0645785992375
4117,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:41:39,36.0744781494,-87.0264358521,"I-40, Nashville, TN 37221, USA",736.2829501599424,61,0,339.0,8914.764651390891,94.67006709441655
4118,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:46:19,36.0743675232,-87.10861968990001,"1097 Mayes Rd, Kingston Springs, TN 37082, USA",730.0020810110776,62,0,280.0,7388.48718025882,94.99483517475626
4119,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:51:22,36.0329690909,-87.1696909545,"7610 Drag Strip Rd, Fairview, TN 37062, USA",722.904067985289,63,0,303.0,7166.884521642671,85.15110322743767
4120,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-12 23:56:09,36.0187110901,-87.26685333249999,"I-840, Burns, TN 37029, USA",714.6609803433153,64,0,287.0,8883.18088908048,111.42665923585271
4121,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:01:19,36.0288467407,-87.2597198486,"1436 Spencer Mill Rd, Burns, TN 37029, USA",715.8063633215933,65,0,310.0,1297.2328358082664,15.064639383579868
4122,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:05:59,36.0244941711,-87.2519760132,"1624 Co Hwy 957, Burns, TN 37029, USA",716.1359476364969,66,0,280.0,848.3213806660978,10.906989179992685
4123,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:11:17,36.0209289643,-87.2744779464,"I-40, Burns, TN 37029, USA",714.2135358535428,67,0,318.0,2062.771145956648,23.3521261806413
4124,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:16:18,36.0209511379,-87.27369687929999,"I-40, Burns, TN 37029, USA",714.2742002186569,68,0,301.0,70.31035219172622,0.8409211557814432
4125,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:21:15,36.020038449,-87.2854524286,"1905 Hogan Rd, Burns, TN 37029, USA",713.3268507024997,69,0,297.0,1062.430872199517,12.877949966054752
4126,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:26:13,36.0187313939,-87.3487097576,"I-40, Dickson, TN 37055, USA",708.4519769919192,70,0,298.0,5692.783272184226,68.77187845591682
4127,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:31:12,35.9907745116,-87.48235613950001,"594 Plunders Creek Rd, Dickson, TN 37055, USA",696.6653146987678,71,0,299.0,12421.232501632709,149.55330102300252
4128,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:36:12,35.9726755556,-87.52353463889999,"I-40, Dickson, TN 37055, USA",692.4611265334485,72,0,300.0,4217.820225048133,50.61384270057759
4129,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:41:19,35.9098968506,-87.6213531494,"W Sugar Creek Rd, McEwen, TN 37101, USA",681.2678512159405,73,0,307.0,11240.887685143882,131.8149695977784
4130,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:46:59,35.8457756042,-87.679977417,"R W Moore Memorial Rt Hwy, Only, TN 37140, USA",672.9521502417471,74,0,340.0,8876.05413272003,93.98174964056503
4131,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 00:58:17,35.8690232105,-87.9223722632,"Pond No Bottom Rd, Waverly, TN 37185, USA",656.1738110316318,75,0,678.0,22004.176750640334,116.83633672906372
4132,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 01:08:13,35.8337760238,-88.1111551667,"Cox Rd, Holladay, TN 38341, USA",639.9365995276785,76,0,596.0,17465.636579085596,105.49713369917475
4133,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 01:18:11,35.81166992,-88.28991936,"I-40, Yuma, TN 38390, USA",625.3588197303178,77,0,598.0,16308.928096772412,98.18083804077037
4134,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 01:28:07,35.770511,-88.45543,"4285 Union Cross Rd, Wildersville, TN 38388, USA",610.5845503743961,78,0,596.0,15619.135030258989,94.34376863914827
4135,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 01:38:06,35.7222348571,-88.6223178214,"I-40, Lexington, TN 38351, USA",595.281918309736,79,0,599.0,15994.19084963671,96.12535402118891
4136,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 01:48:02,35.6759196875,-88.8021905,"126 Old Medina Crossing, Jackson, TN 38305, USA",579.2180467829882,80,0,596.0,17044.86183168611,102.95554126521812
4137,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 01:57:59,35.60915624,-89.01192372,"4517 Brownsville Hwy, Denmark, TN 38391, USA",559.6869300430955,81,0,597.0,20360.93692751994,122.77951916092425
4138,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 02:07:57,35.5979835625,-89.053053,"186 Providence Rd, Denmark, TN 38391, USA",555.9961786951087,82,0,598.0,3921.719952268212,23.60901643505947
4139,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 02:17:56,35.5982659231,-89.0519893846,"I-40, Denmark, TN 38391, USA",556.0911281082776,83,0,599.0,101.19393006410286,0.6081772090663945
4140,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 02:27:54,35.5978476111,-89.05356511110001,"186 Providence Rd, Denmark, TN 38391, USA",555.9504631359907,84,0,598.0,149.91704689832613,0.9025106502240369
4141,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 02:37:52,35.5829382667,-89.1005686,"581 Cane Creek Rd Exd, Bells, TN 38006, USA",551.5884915610726,85,0,598.0,4563.539867011892,27.4728152529144
4142,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 02:47:47,35.495466,-89.280837,"5703 Shepp Rd, Stanton, TN 38069, USA",532.7704076873849,86,0,595.0,18996.754817376004,114.93834847488003
4143,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 02:57:44,35.43495828,-89.345704,"I-40, Stanton, TN 38069, USA",523.9734725218224,87,0,597.0,8934.749461030468,53.87788619716865
4144,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 03:07:42,35.3754206875,-89.4537226875,"I-40, Mason, TN 38049, USA",512.1920720295584,88,0,598.0,11821.987269628453,71.16915413154253
4145,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 03:17:40,35.255228,-89.6801603333,"I-40, Arlington, TN 38002, USA",487.81202761213234,89,0,598.0,24517.517784521064,147.5970970305616
4146,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 03:27:37,35.1906558,-89.8040363,"2395 Kate Bond Rd, Memphis, TN 38133, USA",474.55696109845246,90,0,597.0,13352.305623244438,80.51641581855942
4147,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 03:37:35,35.1852287917,-89.9223357708,"1946 Tant Rd, Memphis, TN 38128, USA",465.93288881074056,91,0,598.0,10770.86834711158,64.84134790903292
4148,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 03:47:33,35.1579008039,-90.041414951,"274 Mill Ave, Memphis, TN 38105, USA",455.74855617154617,92,0,598.0,11245.604550695398,67.69929160953753
4149,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 03:57:28,35.157173,-90.14281,"3700 N Service Rd, West Memphis, AR 72301, USA",448.79075177009497,93,0,595.0,9221.056848219112,55.79126832535933
4151,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 04:17:24,35.1573004691,-90.142017963,"3700 N Service Rd, West Memphis, AR 72301, USA",448.8538131568564,95,0,598.0,73.40906207530145,0.44192746399847027
4152,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 04:27:23,35.1654112121,-90.2853470606,"Carlson Rd, Marion, AR 72364, USA",439.8660746477926,96,0,599.0,13064.68898163954,78.51899888798388
4153,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 04:37:18,35.1346827955,-90.4751010227,"I-40, Heth, AR 72346, USA",425.0621312573756,97,0,595.0,17592.714481021227,106.44331450701918
4154,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 04:47:16,35.075763434,-90.65162224529999,"9967 US-70, Widener, AR 72394, USA",409.08213546779143,98,0,598.0,17348.35009162442,104.4382279763343
4155,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 04:57:15,35.0132675,-90.84185,"6257 Sfc 224, Forrest City, AR 72335, USA",392.0777607314536,99,0,599.0,18665.702923487537,112.18118618456616
4156,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 05:07:11,34.9558515814,-91.0132966047,"1262 Sfc 102, Palestine, AR 72372, USA",376.80244116262816,100,0,596.0,16878.9761062762,101.95354695066162
4157,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 05:17:09,34.91099775,-91.17431775,"I-40, Brinkley, AR 72021, USA",363.35489438402794,101,0,598.0,15507.680555129133,93.35727424492454
4158,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 05:27:07,34.90057725,-91.211426,"525 Brann Ln, Brinkley, AR 72021, USA",360.27326431375195,102,0,598.0,3577.9181597914826,21.539306647574143
4159,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 05:37:04,34.833923,-91.46742,"S Webb Lake Rd, Hazen, AR 72064, USA",339.7500013041112,103,0,597.0,24510.614909322536,147.80270297078914
4160,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 05:47:03,34.8048119167,-91.7083205,"Carlisle Municipal Airport, Airport Rd, Carlisle, AR 72024, USA",324.0189320637202,104,0,599.0,22234.81884286367,133.63163244458968
4161,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 05:56:59,34.8027185,-91.8327955,"2843 Coulter Rd, Lonoke, AR 72086, USA",317.41035864311175,105,0,596.0,11370.948993533613,68.68358452469967
4162,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 06:06:55,34.7860693333,-92.1059537,"7900 Files Ln, North Little Rock, AR 72117, USA",302.77156317666027,106,0,596.0,25019.57502730864,151.12494982938105
4163,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 06:18:41,34.7093734741,-92.2530517578,"6 Baltimore St, Little Rock, AR 72206, USA",288.8171934849276,107,0,706.0,15922.129125928395,81.18932698773686
4164,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 06:26:50,34.6742423396,-92.3663328962,"9511 I-30, Little Rock, AR 72209, USA",280.59965556831816,108,0,489.0,11072.674315443324,81.51662072719012
4165,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 06:36:47,34.6068329659,-92.53367584089999,"20860 I-30, Benton, AR 72019, USA",267.2727880338071,109,0,597.0,17051.016598542865,102.82020059422833
4166,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 06:46:45,34.53586464,-92.66228032,"6900 Pawnee Dr, Benton, AR 72015, USA",255.36706860277565,110,0,598.0,14179.234856836632,85.35994228195966
4167,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 06:56:43,34.4349786129,-92.7831693548,"I-30, Malvern, AR 72104, USA",240.84806977112106,111,0,598.0,15772.357651083159,94.95064806672137
4168,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 07:06:41,34.310673,-92.938211,"I-30, Donaldson, AR 71941, USA",223.01827978745447,112,0,598.0,19843.78867026152,119.46093513869812
4169,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 07:16:37,34.1935907143,-93.0557036429,"166 Heflin, Caddo Valley, AR 71923, USA",207.31691013951072,113,0,596.0,16919.999971201676,102.20134210792959
4170,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 07:26:33,34.0713518,-93.1226074,"Echols Rd, Arkadelphia, AR 71923, USA",192.52699215201227,114,0,596.0,14926.857928253581,90.16222909683371
4171,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 07:36:45,33.903848,-93.293881,"I-30, Okolona, AR 71962, USA",170.51138677941867,115,0,612.0,24426.32695914391,143.6842762302583
4172,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 07:46:28,33.8198402564,-93.4101092051,"I-30, Prescott, AR 71857, USA",159.23972099354472,116,0,583.0,14232.310627188235,87.88390781797195
4173,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 07:56:24,33.8118429706,-93.4226582059,"I-30, Prescott, AR 71857, USA",158.16955199555082,117,0,596.0,1461.5617874662394,8.828225561876614
4174,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 08:06:24,33.812323129,-93.4219134516,"I-30, Prescott, AR 71857, USA",158.23349407079436,118,0,600.0,87.118985056665,0.52271391033999
4175,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 08:16:24,33.8116281892,-93.42299167569999,"I-30, Prescott, AR 71857, USA",158.14095212559087,119,0,600.0,126.11276626464391,0.7566765975878635
4176,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 08:26:21,33.8101342273,-93.42530077270001,"1712 US-371, Prescott, AR 71857, USA",157.9423002895893,120,0,597.0,270.4708513513265,1.6309800081487025
4177,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 08:36:17,33.759963625,-93.4948905,"I-30, Emmet, AR 71835, USA",151.49330196950143,121,0,596.0,8516.408982567,51.441396538995306
4178,sensitech-AD100097,JNJSHPJOM-HZ1041,2020-08-13 08:46:17,33.63145175,-93.72723865,"5399 Co Rd 2, Fulton, AR 71838, USA",136.04339695053756,122,0,600.0,25819.948106605774,154.91968863963464
